A,B,C,D,E,F,G,H,I,J,K,L,M
3238.031309,0.104408296,100046.0999,98794.47087,-1.639057646,0.519873362,293.2492717,80.27301624,19.09823043,38.13476391,68.67868737,0.088225082,26.56294375
3195.901413,0,100035.4058,98784.38557,-1.719579837,0.436327709,293.3147717,80.54576918,20.33041778,38.13333156,59.22182854,0.069842729,31.43158406
3118.168878,0,100024.6976,98774.28556,-1.800108094,0.352859788,293.3802399,80.8186581,21.56262748,38.13118193,49.7729362,0.051462929,17.77325084
3070.586548,0,99988.55639,98737.70321,-1.891548653,0.409231588,293.3885634,81.33618163,22.83503248,36.83866429,54.65574797,0.037676164,48.06049962
3006.469579,0,99952.41018,98701.1174,-1.982780972,0.46565513,293.3969415,81.85368256,24.10688936,35.54598069,59.54343457,0.023890421,27.2319563
2981.900688,-4.55E-13,99907.20724,98658.3174,-1.699389122,0.61516233,293.5033238,82.33052374,24.39267289,33.95476011,73.20094633,0.011941891,36.69119318
2936.711218,0,99862.01246,98615.52566,-1.415974341,0.764741956,293.6097586,82.80721894,24.67685674,32.36214409,86.85224368,0,29.07636628
2882.859701,0,99831.49187,98587.59331,-1.091306991,1.044614838,293.8105822,83.02131306,22.08322439,28.25915174,89.32380544,0,30.677866
2770.613923,0,99890.49902,98631.51637,-0.709183769,0.294299631,291.419558,94.45427176,51.84078565,56.05296279,34.4463962,1.314316279,43.32990999
2737.212541,0,99878.14902,98618.63696,-0.430954166,0.499577467,291.3651168,95.07049529,51.27495624,52.93657456,44.03250208,1.27479422,40.69637237
2712.087391,0,99865.79453,98605.75334,-0.152827972,0.704717179,291.3106397,95.68650774,50.70853642,49.82020707,53.61635326,1.235032169,18.65994813
2738.262302,0,99845.35335,98585.29452,-0.060734875,0.661374197,291.1915221,95.92279598,49.07998054,46.74116883,59.14398267,0.763524669,26.63987741
2797.85349,0,99824.91966,98564.84299,0.031471871,0.618057978,291.0724905,96.15885382,47.45332751,43.66625944,64.6713113,0.292288564,43.94217751
2874.209691,-4.55E-13,99817.95201,98557.51946,0.328134077,0.622888863,291.1084023,95.98043912,49.24990987,48.01913591,69.65753189,0.309291946,36.56188919
2998.740385,-4.55E-13,99810.9913,98550.20279,0.624701805,0.62766994,291.1442668,95.80233863,51.04680418,52.37075499,74.64608138,0.326350221,28.34261155
3042.245374,0,99816.50895,98555.22632,0.751304511,0.542845378,291.0951198,96.18952687,53.40492183,54.46031675,83.82433138,0.442159191,37.76285776
3030.376918,1.334058818,99822.03282,98560.25662,0.87779075,0.45802836,291.0460202,96.57647048,55.76248975,56.54949395,92.99754777,0.558084583,25.02468998
2988.315278,2.668117635,99838.75635,98577.45956,0.794752691,0.386782378,291.0824026,96.52333519,57.13110446,57.94684101,93.11530366,0.883452378,51.55921922
2946.808833,23.9434048,99855.48548,98594.66714,0.711786038,0.31532608,291.1188054,96.47015818,58.50025213,59.34388808,93.23279625,1.20880613,45.67938615
2855.851739,45.21869196,99882.29431,98620.21714,0.757277302,-0.134488362,291.1919818,96.34194053,60.82820801,60.2012469,92.87664037,1.508898188,38.97681962
2757.255135,86.11030133,99909.10906,98645.77337,0.802559081,-0.584457867,291.2651185,96.21359449,63.1545706,61.05776998,92.51891912,1.808830678,73.02589197
2710.267475,127.0019107,99946.59141,98682.53807,0.47097494,-1.313387738,291.2667068,95.85426214,62.61459119,60.4107994,89.34509559,1.821698325,157.1784858
2699.334728,245.4582623,99984.07479,98719.30318,0.139494091,-2.042187639,291.2683469,95.49473217,62.0752325,59.76452054,86.15395961,1.834508017,234.4115929
2699.118272,363.9146139,100023.4013,98756.80024,-0.006162738,-2.537172492,291.3633469,94.77969393,62.6525472,60.36266171,51.81773138,1.743055517,457.9147541
2765.047298,608.0038044,100062.7249,98794.29544,-0.15177159,-3.032068543,291.458393,94.06424289,63.22725296,60.96094053,17.49737228,1.651715609,711.066029
2836.945549,852.0929949,100097.0191,98828.44544,-0.211068702,-3.36721119,291.6364519,92.60614877,59.10846767,61.8068317,11.72559758,1.76292958,742.273053
2934.999318,959.5994034,100131.319,98862.60195,-0.270301875,-3.702172846,291.8144577,91.14844768,54.99243573,62.65180255,5.957060529,1.874028149,739.6506047
2941.535575,1067.105812,100176.0543,98908.45783,-0.214510005,-3.711530493,291.8970753,90.39779768,55.82968278,61.84109961,6.013072294,1.777520296,723.1134202
2933.879821,1151.774309,100220.7863,98954.30853,-0.158607933,-3.720961762,291.979668,89.64750967,56.66714447,61.02822773,6.070648632,1.680980913,577.939814
2929.79258,1236.442807,100259.6098,98990.84088,0.09554592,-3.862839703,292.0174327,89.54845085,57.89072683,56.3134395,8.942892456,1.527718354,430.1950316
2906.162619,1439.541919,100298.4254,99027.3668,0.349538621,-4.004679758,292.0552877,89.44864223,59.11243902,51.60001039,11.81054149,1.374313332,438.3969911
2914.261122,1642.641031,100323.0431,99052.31092,0.31361845,-4.078361817,292.2555819,87.99995694,56.96974197,49.33165451,6.412159428,0.964616567,648.1348596
2891.385426,1740.465966,100347.6582,99077.25282,0.277715953,-4.151960431,292.4558125,86.55173724,54.82773664,47.0637538,1.017287889,0.555047202,970.7733922
2822.128628,1838.290901,100367.717,99098.21753,0.273607306,-4.075441901,292.5418419,85.94112253,53.93016017,45.61470968,1.93784083,0.374670217,980.7235243
2846.674226,1829.205606,100387.7741,99119.17937,0.269463373,-3.998922378,292.6278307,85.33081534,53.03379244,44.16580918,2.857088497,0.194371867,937.7876489
2875.699783,1820.12031,100404.6859,99134.99114,0.201840167,-3.920614437,292.6407719,85.27372122,54.31194538,42.97527094,1.42814732,0.155539117,915.8317222
2886.732839,1711.376771,100421.5975,99150.80263,0.134247946,-3.842324303,292.6536494,85.21681829,55.58859199,41.78450611,0.000674977,0.116725388,1040.085482
2863.630631,1602.633231,100438.3034,99166.1291,0.12239824,-3.79607048,292.5520318,85.50386241,54.15534493,40.18610023,1.215633801,0.112129815,1114.468942
2845.289055,1423.711339,100455.0085,99181.45516,0.110509513,-3.74980525,292.45038,85.79096241,52.72270822,38.58801668,2.429591329,0.107528879,1008.367265
2811.577875,1244.789447,100470.2438,99196.02868,0.028422038,-3.683019956,292.2872917,86.17860065,52.38808469,37.56980786,1.842219006,0.093282541,924.1300973
2821.20651,1025.701113,100485.4817,99210.6051,-0.053668692,-3.616152333,292.1241627,86.56646483,52.05292741,36.55114426,1.266787231,0.079035692,668.9024077
2824.329199,806.6127791,100505.3934,99230.3698,-0.141614661,-3.401175568,291.8876627,87.36079718,50.75755388,34.71434073,22.17240367,0.063870251,450.1655771
2855.435658,596.6180662,100525.3111,99250.14006,-0.229508245,-3.186158558,291.6511482,88.15515741,49.46259841,32.87760103,43.07363914,0.048709406,349.5485003
2848.498318,386.6233532,100555.9288,99279.89889,-0.223163066,-2.898740323,291.38856,88.999678,48.91973665,31.15569868,56.09350973,0.041816023,273.0714398
2867.247799,242.8374224,100586.5484,99309.65948,-0.216854984,-2.61132394,291.1259886,89.84405493,48.37653261,29.43102142,69.11025517,0.03492596,199.3254664
2884.780557,99.05149168,100620.7249,99342.6036,-0.277285596,-2.327239469,290.893665,90.42998434,47.21758261,22.71427612,76.50485223,0.034006842,88.57517451
2870.554873,49.72732568,100654.9002,99375.54715,-0.337752159,-2.043211984,290.6614041,91.01559459,46.05776456,15.99829517,83.89541218,0.033083384,59.87212394
2891.682891,0.403159686,100687.0178,99407.47362,-0.462894753,-1.861701308,290.5416982,91.02702694,43.33632338,10.65736311,84.023221,0.024351767,34.41635941
2822.322687,0.201579843,100719.1288,99439.39246,-0.588032462,-1.680263288,290.4219979,91.03838631,40.61456226,5.317962113,84.15245398,0.01562117,26.77040664
2790.865842,0,100739.1582,99457.58364,-0.704380862,-1.629535494,290.3123508,90.91845396,37.31721873,2.732941319,86.84374222,0.008727788,29.21924559
2742.318772,0,100759.1801,99475.76884,-0.82063786,-1.578831274,290.2026905,90.7985451,34.01981936,0.149315159,89.53009578,0.001838491,26.78923344
2680.790848,0,100765.7978,99483.21002,-0.772463342,-1.570536863,290.0691317,90.72090687,30.62196289,0.074636836,83.33897814,0.002298049,52.57159732
2615.432112,0,100772.4172,99490.65197,-0.724229151,-1.562210948,289.9355453,90.64351266,27.22512128,0,77.14948251,0.002757098,25.29464339
2573.200416,0,100782.1525,99499.4902,-0.568642922,-1.497212007,289.7524277,91.0051156,25.6540048,0,73.8780031,0.002297539,34.3015068
2534.492975,0,100791.8927,99508.33306,-0.413034001,-1.432221339,289.569282,91.36692762,24.08357448,0,70.61074828,0.00183798,26.29105942
2501.261765,0,100810.5398,99525.48011,-0.216602577,-1.382114251,289.3357526,92.10487762,23.74752095,0,74.94352769,0.001378421,44.76223179
2454.213926,0,100717.9266,99432.73186,-0.333367268,-1.50799856,288.9564678,90.36337028,29.32705668,0,89.3913028,5.11E-07,16.24526866
2386.663718,0,100691.7207,99405.37304,-0.363799028,-1.511865796,288.8454972,90.79692616,26.79948891,0,91.85282045,0.000919628,45.84885852
2360.533867,0,100665.5256,99378.02573,-0.39415359,-1.515601451,288.734534,91.23054566,24.27409208,0,94.31273522,0.001838235,25.44454862
2386.461321,0,100658.6727,99371.39632,-0.285628229,-1.282624724,288.6369458,91.77861625,25.65420532,0,93.88907051,0.001838235,16.60756452
2467.957718,0,100651.8221,99364.76951,-0.177121802,-1.04974631,288.5393747,92.32662044,27.03378479,0,93.46636802,0.001837725,34.97984005
2566.735169,0,100649.3221,99362.82833,-0.102679693,-0.993730533,288.4725805,92.75517632,27.45313174,0,94.77468272,0.000918607,17.15957404
2682.803134,0,100646.8251,99360.88937,-0.028281974,-0.937725432,288.4057841,93.18364869,27.87217071,0.000328712,96.08257377,0,35.52179296
2727.94741,0,100649.5898,99362.93937,-0.033740359,-0.900925623,288.3348429,93.46187516,27.73717109,0.592011065,96.62829435,0,35.00361269
2746.566074,5.949393762,100652.3581,99364.99314,-0.03919092,-0.86412902,288.263935,93.73988084,27.60271959,1.183769213,97.17307827,0,35.56781464
2695.15369,11.89878752,100661.6228,99373.82255,-0.03056627,-0.833099588,288.2527879,93.62069261,28.45434036,1.911881889,96.03279592,0,60.34230613
2651.704599,103.0826915,100670.8914,99382.65632,-0.021997212,-0.802030355,288.2418374,93.50094493,29.30512658,2.64054588,94.89374066,0,123.2257473
2561.596207,194.2665955,100687.2444,99399.32102,-0.113437947,-0.699359158,288.5843668,92.37476846,28.65456378,4.361023118,95.96222007,0,136.4622574
2444.562254,361.3392188,100703.593,99415.9819,-0.204891921,-0.59678725,288.9269985,91.2481458,28.00478208,6.081935974,97.02918756,0,221.1658611
2376.589242,528.4118422,100712.1224,99425.75543,-0.320160744,-0.672837599,289.4537338,89.31881344,28.76018493,8.586526354,95.37620815,0,282.6932786
2320.937574,706.6740041,100720.6465,99435.5241,-0.435499384,-0.748933026,289.9804522,87.38949281,29.51520801,11.09094759,93.72297024,0,373.1259191
2348.440463,884.9361659,100719.5876,99436.54468,-0.676437925,-0.906123471,290.4766875,85.48125752,29.58701807,13.29108148,91.60469671,0,516.506866
2359.183771,1065.105498,100718.5265,99437.56239,-0.917328396,-1.063300918,290.9728602,83.5731446,29.6591684,15.49253502,89.48914862,0,720.9390702
2453.760526,1245.27483,100713.2324,99433.38592,-1.071740414,-1.197094271,291.3564484,81.88519755,30.34347134,20.06802213,92.27665744,0,799.7069613
2501.999813,1358.385136,100707.9394,99429.21054,-1.22602427,-1.33081897,291.7399688,80.19764397,31.02768134,24.64337918,95.06279158,0,839.3685137
2550.435702,1471.495443,100704.7335,99427.01054,-1.149746388,-1.341036147,292.0014688,79.21795867,31.54468723,28.98477366,95.37586216,0,864.0819985
2575.872066,1488.914254,100701.5257,99424.80894,-1.073467241,-1.351270714,292.2629146,78.23865368,32.062621,33.32504078,95.68823384,0,860.4720777
2609.709213,1506.333065,100694.9081,99419.72953,-0.994912123,-1.392790331,292.4267675,77.94351545,34.24983276,35.63720089,94.74326619,0,894.8781938
2612.684022,1458.902683,100688.2858,99414.64492,-0.916396296,-1.43427847,292.5905514,77.64871653,36.43610347,37.949436,93.79805201,0,744.0989213
2610.699079,1411.4723,100673.2269,99400.2008,-0.908565238,-1.41913697,292.6301985,77.96436065,36.92940935,40.39658306,92.4093226,0,636.3450181
2628.288405,1373.388074,100658.1628,99385.75118,-0.90077217,-1.403954073,292.6698524,78.27991136,37.4217319,42.84251739,91.0182962,0,602.2800316
2619.617559,1335.303848,100633.604,99361.39824,-0.961324552,-1.314297985,292.7217641,78.42742018,36.1450319,43.10676445,85.49498149,0,573.691727
2602.353458,1336.231204,100609.0527,99337.05303,-1.021782596,-1.224717449,292.7736864,78.57491885,34.86929489,43.37133065,79.96919346,1.02E-06,461.2234116
2545.694231,1337.15856,100598.0527,99326.6295,-0.912525596,-1.271054331,292.8444511,78.70414238,35.32597724,44.2100227,69.99389022,0.001839257,343.4704811
2559.91789,1230.075532,100587.0579,99316.21166,-0.803271423,-1.317410363,292.9151504,78.83366195,35.78327792,45.04830787,60.02417191,0.003679024,354.1870778
2554.64114,1122.992504,100585.3814,99316.01754,-0.699102923,-1.398216981,292.8682681,79.49575312,37.3529544,45.15458345,60.1017222,0.008274612,351.1148353
2556.9499,961.0579002,100583.6966,99315.81356,-0.59507524,-1.478891688,292.8213606,80.15787743,38.92105353,45.2612053,60.18012619,0.012865094,260.6752057
2596.424904,799.1232965,100567.0201,99297.87533,-0.744378358,-1.322259776,292.7292724,80.87960684,37.65152412,45.99075236,61.79432619,0.008269506,262.1921754
2604.334349,652.2455628,100550.3499,99279.94408,-0.893536784,-1.165650293,292.637151,81.60161609,36.38185748,46.72030979,63.40655072,0.003676471,349.4118008
2623.63738,505.367829,100544.9087,99274.58232,-0.782395402,-1.049388587,292.485504,82.8270455,34.8653163,47.4685245,61.46491249,0.003676471,357.2142149
2661.027011,379.9674505,100539.4697,99269.22164,-0.671326722,-0.933124714,292.333795,84.05302442,33.34980832,48.2164839,59.52304926,0.003737234,237.1046853
2715.300214,254.5670719,100537.9109,99265.8187,-0.691049751,-0.812963108,292.0706185,86.26756854,33.69302597,48.50515155,57.17642956,0.113112234,138.8287255
2740.26167,164.3124257,100536.3567,99262.42173,-0.710725562,-0.692805119,291.8074373,88.48196837,34.0363665,48.79320405,54.82714026,0.222443832,117.5431348
2782.340307,74.05777937,100543.0625,99269.77762,-0.645454003,-0.579154255,291.5357314,90.43680661,34.60077533,47.97461582,47.67525544,0.253693832,79.88949834
2777.308473,37.21968472,100549.7744,99277.13837,-0.580194884,-0.465476133,291.2640633,92.39098553,35.16587747,47.1568733,40.52397298,0.284890472,52.31167006
2785.511262,0.381590061,100567.2156,99293.25601,-0.537315664,-0.302763486,291.0604457,93.15906495,36.97826276,47.8605733,34.45635584,0.220092825,43.72442502
2727.947099,0.190795031,100584.6583,99309.37619,-0.494418065,-0.140167775,290.8568513,93.92708787,38.79000978,48.56389671,28.38956127,0.155335006,42.27738956
2705.203575,0,100604.9819,99330.04383,-0.418458591,-0.187939837,290.6950572,94.5934967,39.45349507,48.58974377,23.80259089,0.162228241,42.75342276
2654.712222,0,100625.2993,99350.70498,-0.34251178,-0.235698973,290.5332802,95.25983013,40.11758115,48.61561796,19.21877359,0.169117136,35.28665846
2602.414619,0,100634.6817,99359.66086,-0.289343812,-0.260203717,290.4022802,95.79053601,41.86247527,48.69029737,20.30735771,0.168198019,33.7327938
2523.971302,0,100644.0594,99368.61176,-0.236162465,-0.28468702,290.2712895,96.32116666,43.60778186,48.76512518,21.39585565,0.167319751,42.72306073
2512.181196,0,100645.0888,99368.59999,-0.158910626,-0.270597605,290.1571719,96.71644313,46.0951348,49.1069193,22.32932683,0.239930045,20.11495366
2470.210538,0,100646.1132,99368.58421,-0.081724972,-0.256419364,290.0430846,97.11162105,48.58130933,49.44867432,23.26385356,0.312577614,26.82629563
2422.623666,0,100638.0838,99361.34009,-0.123604007,-0.082442735,289.9835257,97.32950928,48.9475211,49.72010079,26.09732368,0.452283497,33.14588772
2388.109302,0,100459.169,99186.62099,-0.661509307,-0.040991006,289.9152681,94.58290275,43.11177111,45.26114097,70.66617433,0.106683007,37.52787101
2364.924111,0,100445.6984,99171.46511,-0.648625616,0.012208127,289.8685034,94.47137922,42.04329729,45.86430568,66.19409492,0.224330065,39.93958327
2360.765108,-4.55E-13,100432.2283,99156.31148,-0.635612282,0.065399683,289.8217401,94.3599353,40.9755519,46.46729008,61.72515822,0.341885212,29.70614823
2393.263474,0,100419.7283,99145.20854,-0.389371358,0.10495886,289.7775048,94.39170294,41.21825807,46.74590479,62.90995822,0.294091095,22.2574789
2474.885831,-4.55E-13,100407.227,99134.10308,-0.14321265,0.144571016,289.7332747,94.42354287,41.46076079,47.02586784,64.09695868,0.246461397,27.01345123
2568.375533,-4.55E-13,100392.3741,99118.46484,-0.044958355,0.279492566,289.6983041,94.58541346,41.33724609,49.7315149,69.24257927,0.494623162,38.62520415
2706.104214,0,100377.524,99102.83045,0.053272782,0.414344483,289.6633802,94.747095,41.21297024,52.43722499,74.38567707,0.74292841,36.48218858
2771.832419,0,100367.7887,99094.10398,0.109845662,0.423927992,289.712439,94.56868029,39.71940818,55.25633088,74.99028589,1.249360763,35.65758309
2801.937121,2.498772158,100358.0629,99085.38617,0.16638585,0.433421519,289.7614975,94.39029597,38.22535624,58.07266265,75.59211183,1.755494404,35.04844175
2764.311504,4.997544316,100365.4158,99092.26264,0.164115353,0.281037283,289.8098504,94.26657244,35.85000448,55.89837736,71.18752654,1.724245875,44.00352722
2765.835481,47.96096642,100372.7781,99099.14832,0.161752277,0.128617926,289.8582553,94.14281494,33.47834675,53.72607232,66.7862539,1.692849265,62.74355569
2687.303371,90.92438853,100396.8075,99122.59538,-0.007160184,-0.086985427,290.0000788,93.95793552,37.75225351,55.11624291,68.34444802,1.395055147,42.63789048
2635.720159,161.8519977,100420.8313,99146.03744,-0.176003297,-0.302366586,290.1419504,93.77288317,42.02151362,56.50619009,69.90286233,1.097391748,46.5743466
2662.082199,232.7796068,100434.8902,99160.4845,-0.220088171,-0.118021174,290.3703622,93.27669787,37.9314395,57.49423715,71.85741822,1.034891748,29.50322998
2712.095852,336.1310624,100448.9479,99174.93085,-0.264201802,0.066214857,290.5988354,92.77990455,33.84416741,58.48183582,73.80943376,0.972464257,74.45411051
2818.143917,439.4825179,100461.0067,99188.10438,-0.360049349,0.053675769,290.9378942,91.18926925,34.79774506,58.66278288,71.19138465,1.040478962,86.0404831
3005.163879,544.3958348,100473.06,99201.2718,-0.455885722,0.041084657,291.2768872,89.59891154,35.7511448,58.84317305,68.57289193,1.108349673,146.2140149
3256.523162,649.3091517,100475.1482,99203.4571,-0.531620575,-0.065096863,291.4973283,88.50792036,36.38448185,58.02171422,65.15635869,0.917173203,239.3550113
3434.603511,811.4319656,100477.2324,99205.63887,-0.607292226,-0.171259437,291.7178089,87.41695456,37.01688064,57.19960515,61.73687024,0.725999285,338.4988817
3510.847766,973.5547795,100472.0559,99201.49181,-0.569263814,-0.243335925,292.0090442,86.37162514,35.96132564,55.20770515,53.00094671,0.539418403,608.9332631
3540.913272,1138.218314,100466.8805,99197.34615,-0.531254889,-0.315448911,292.300307,85.32607546,34.90635547,53.21730191,44.26711752,0.352860498,889.3095627
3609.216877,1302.881849,100463.5275,99195.71674,-0.528301815,-0.453221243,292.6411305,83.88424899,34.90348811,53.91956073,39.30100723,0.20763991,1064.435782
3671.247885,1351.832051,100460.1744,99194.0868,-0.525313512,-0.590931112,292.9818827,82.4426358,34.89940005,54.62159457,34.34028319,0.062535233,1154.199962
3687.104164,1400.782253,100456.498,99191.49562,-0.458946359,-0.616269692,293.1943533,81.38472404,32.69925946,54.91887104,39.06942936,0.12595435,1196.077965
3555.581644,1437.006053,100452.8152,99188.89777,-0.392635599,-0.641645761,293.4068076,80.32695566,30.4985205,55.21368536,43.79109335,0.189442913,1227.134395
3409.02375,1473.229853,100437.8741,99174.28894,-0.427776349,-0.734465881,293.5899253,79.52714095,27.22129697,51.07909418,35.05230141,0.37786203,1083.603905
3521.683501,1567.691649,100422.9357,99159.68348,-0.462953171,-0.827329085,293.7730307,78.7272929,23.94614544,46.94582583,26.31573226,0.566084559,1163.003141
3624.392804,1662.153445,100413.1122,99151.13054,-0.563023177,-0.997699162,293.9341189,77.86746055,24.39852103,45.19232583,21.57796614,0.400643382,1172.533096
3641.377591,1640.522215,100403.289,99142.5771,-0.662953889,-1.168077031,294.0951692,77.00800126,24.85056152,43.43710009,16.84081357,0.235228758,1093.11957
3659.083153,1618.890986,100393.9948,99133.11827,-0.512294742,-1.352473207,294.187875,76.81967479,24.69976681,38.5772648,13.20742846,0.117581699,1066.938163
3596.355482,1482.434575,100384.7062,99123.6648,-0.361670017,-1.536835065,294.2804378,76.63199373,24.54980426,33.72011984,9.576981003,0,1104.387684
3570.351865,1345.978164,100385.2356,99123.83245,-0.272971399,-1.659457123,294.1156143,77.60541432,25.89688397,33.70288749,11.23138829,0,974.1161025
3586.610676,1126.19634,100385.7669,99124.00208,-0.184365449,-1.781965536,293.9507402,78.57900203,27.2421015,33.68535993,12.88349301,0,774.5517893
3561.317954,906.4145165,100389.7669,99127.75208,-0.262468261,-1.700024065,293.6948578,79.85324615,25.23727886,33.13676876,10.39325877,0,572.0317579
3490.175506,702.8514862,100393.7734,99131.50761,-0.340571532,-1.618016357,293.4389696,81.1276269,23.23317826,32.58937673,7.904202954,5.11E-07,364.0828274
3418.512966,499.288456,100409.391,99145.20467,-0.419501379,-1.416847298,293.1724107,82.64781219,22.52804473,34.1992532,7.535120431,0.000919628,95.03010146
3384.823807,312.3385353,100425.0155,99158.90903,-0.498416557,-1.215616246,292.9058005,84.1683597,21.8237609,35.80840045,7.16565175,0.001838235,102.857295
3367.258392,125.3886146,100452.9567,99185.75609,-0.550941566,-0.90285844,292.546624,86.34053029,22.64809267,36.10568869,6.101487071,0.001838235,110.3537512
3331.773275,63.0182717,100480.8974,99212.60292,-0.603420112,-0.590173923,292.1874554,88.51220849,23.47175983,36.40198679,5.037813066,0.001838235,73.94669781
3305.346264,0.647928838,100508.0445,99239.04116,-0.57231248,-0.409337259,291.8425437,89.79807908,23.09980483,34.91703974,4.856862151,0.001838235,19.61423787
3257.396186,0.323964419,100535.1901,99265.47762,-0.54111146,-0.228498764,291.4977038,91.08360419,22.72655971,33.4315258,4.675202749,0.001837725,31.20709098
3219.147315,0,100559.6901,99288.72468,-0.34190736,-0.044368629,291.2822332,91.74761595,20.03239324,30.92620521,3.218974808,0.000918607,31.85488961
3137.683941,0,100584.1843,99311.96672,-0.14283543,0.139797746,291.0667827,92.41146199,17.33927195,28.42317764,1.763066006,0,11.20497499
3088.499336,0,100598.2137,99326.17848,-0.181536615,0.389158584,290.8874886,92.77716493,16.52642842,30.04527469,0.881288065,0,41.98325466
3035.972904,0,100612.2411,99340.38779,-0.220249919,0.638420997,290.7082399,93.14268917,15.71408673,31.66747268,0.000308766,7.66E-07,23.11002923
2993.433357,0,100622.6528,99350.18191,-0.280764828,0.710617583,290.6106811,93.18673329,15.80456262,33.47124621,0.55608759,0.001379442,37.61689371
2922.748913,0,100633.0593,99359.97171,-0.341170171,0.782741794,290.513112,93.23066292,15.89596639,35.27486974,1.112151243,0.002758119,18.88797212
2876.40212,0,100634.0005,99361.99818,-0.204466683,0.72466515,290.3970532,93.06862468,17.6566458,36.80864327,2.180624717,0.004136795,44.00876842
2770.300621,0,100466.9993,99190.85806,0.347742731,-0.1565994,289.8578049,97.19154046,35.86401545,45.54676801,0.129249581,0.007354984,43.86649969
2747.067946,0,100465.7346,99189.48747,0.356089514,-0.288137297,289.8242166,97.13731693,32.84241898,43.27625037,0.126377228,0.011031454,23.91458076
2743.469339,0,100464.4681,99188.11573,0.364452265,-0.419501844,289.7905539,97.08332796,29.82791216,41.00684572,0.123540778,0.014706393,35.15018537
2789.473143,0,100460.0564,99184.67162,0.40154426,-0.239009023,289.6229363,97.45130737,39.56768863,40.73973101,0.185294013,0.015625511,29.79396213
2869.72691,0,100455.6464,99181.22782,0.438630489,-0.058508693,289.4553692,97.81909819,49.29882284,40.47188229,0.247067195,0.016545139,17.47752101
2961.279314,0,100454.4111,99178.35723,0.465345342,0.135501987,289.3787516,97.84760701,43.48252461,38.88352935,0.344723371,0.018383374,53.47757446
3065.703783,0,100453.1805,99175.49249,0.492065264,0.329436723,289.3021473,97.87609847,37.66805504,37.29585298,0.442268647,0.020219567,29.52453493
3107.6696,0,100460.4452,99183.1572,0.527905929,0.386749782,289.2496473,97.87333964,35.14335798,36.92533533,0.340303941,0.018381332,43.84004512
3105.836765,5.003851657,100467.7131,99190.82464,0.563761475,0.444034671,289.1971643,97.87047523,32.61764526,36.55538815,0.23837833,0.016542075,30.90578636
3082.092689,10.00770331,100480.6542,99203.41288,0.626387342,0.450642877,289.1753408,97.67764876,28.26476203,37.21170874,0.206783918,0.012865605,86.48810937
3069.074168,101.0073501,100493.6002,99216.00551,0.688977361,0.457171772,289.153749,97.48449645,23.91552494,37.86691792,0.17515839,0.009192198,136.5966909
2993.084062,192.006997,100515.1002,99236.51728,0.687075573,0.321020095,289.5490137,96.7051641,26.12571494,36.52270027,0.087554861,0.011030433,185.3962032
2920.939066,381.0873905,100536.5996,99257.03012,0.68532651,0.185000634,289.9443952,95.92523543,28.33523635,35.17961955,0.000614341,0.012880413,288.3537106
2928.413004,570.167784,100557.0408,99279.48306,0.958330119,0.286836228,290.5498952,94.0725472,29.34195517,35.88187544,1.106428697,0.035858354,335.7002858
2932.611943,751.2272451,100577.4778,99301.93116,1.231220958,0.388597682,291.1552895,92.22009504,30.34869793,36.58448317,2.212593306,0.058837827,328.1155097
3013.731899,932.2867061,100590.419,99315.67234,1.301239782,0.356980629,291.5704659,90.79234798,31.39850529,37.92008023,3.948862185,0.084573121,304.1099583
3147.820973,1092.326411,100603.3525,99329.40582,1.371167539,0.325299187,291.985585,89.36455423,32.44799749,39.25639535,5.685537168,0.110305351,193.5017672
3339.836602,1252.366115,100602.6467,99329.28817,1.277267186,0.177781528,292.2973791,87.85276011,32.93052984,41.88450418,8.152792874,0.13052594,151.9503215
3516.92779,1413.918913,100601.9376,99329.16805,1.183449989,0.030232404,292.6091309,86.34118139,33.41294571,44.51192126,10.62038527,0.150801164,188.2565246
3595.929579,1575.47171,100595.4964,99324.59746,1.239230519,-0.173923423,292.8448368,85.2170961,33.68580747,45.89490067,13.69368162,0.269367341,168.9407244
3609.367389,1663.360535,100589.0535,99320.02476,1.295012931,-0.378103783,293.0804905,84.09348699,33.95860142,47.27806639,16.7664889,0.387877859,44.70925239
3628.832012,1751.249359,100579.4947,99311.64829,1.354182637,-0.626420574,293.2222258,83.82654582,34.10940142,48.99638992,18.95945184,0.406260212,49.06846982
3667.534977,1742.640344,100569.9364,99303.27095,1.413341041,-0.87467603,293.3638568,83.55983102,34.26148755,50.71329607,21.14923297,0.424586908,62.68717051
3736.282855,1734.031329,100561.3187,99293.33566,1.452167776,-1.012589442,293.3177979,83.70037514,36.72730519,49.88034313,17.6149408,0.342785437,67.53844201
3621.512703,1658.779478,100552.6995,99283.39939,1.490927864,-1.15046513,293.2716737,83.84112334,39.1913636,49.04915862,14.08425408,0.261168045,77.70132322
3449.401442,1583.527628,100541.1995,99271.71704,1.409788275,-1.220475277,293.1079384,84.34902334,38.49054213,51.39937626,17.03979091,0.510708339,0
3577.870749,1553.640455,100529.7031,99260.03852,1.328591389,-1.290424884,292.9443039,84.85647778,37.78927146,53.74518541,19.9917494,0.760054598,98.19806768
3745.782557,1523.753283,100524.7325,99255.265,1.144315689,-1.251463443,292.9618627,84.5623719,36.2799047,48.160106,16.50627763,0.66033048,73.25342159
3707.69349,1512.123485,100519.7651,99250.49498,0.960036694,-1.212590856,292.9794063,84.26832344,34.77180651,42.57645952,13.02145531,0.560628064,45.62869367
