1G,40
2G,75
3G,75
4G,35
5G,210
6G,60
7G,60
8G,140
9G,180
10G,140
11G,180
12G,178
13G,60
14G,60
15G,140
16G,140
17G,140
18G,218
19G,125
20G,125
21G,125
22G,125
23G,125
24G,125
25G,125
26G,125
27G,125
28G,50
29G,10
30G,36
