1G,250
2G,250
3G,500
4G,250
5G,700
6G,250
7G,250
8G,500
9G,700
10G,500
11G,700
12G,425
13G,200
14G,200
15G,700
16G,700
17G,700
18G,425
19G,250
20G,250
21G,250
22G,250
23G,250
24G,250
25G,250
26G,250
27G,250
28G,388
29G,122
30G,120
