0,0,0
0,31.872,31.872
1,31.872,31.872
2,31.872,31.872
3,31.872,31.872
4,31.872,31.872
5,31.872,31.872
6,31.872,31.872
7,31.872,31.872
8,31.872,31.872
9,31.872,31.872
10,31.872,31.872
11,31.872,31.872
12,31.872,31.872
13,31.872,31.872
14,31.872,31.872
15,31.872,31.872
16,31.872,31.872
17,31.872,31.872
18,31.872,31.872
19,31.872,31.872
20,31.872,31.872
21,31.872,31.872
22,31.872,31.872
23,31.872,31.872
24,31.872,31.872
25,31.872,31.872
26,31.872,31.872
27,31.872,31.872
28,31.872,31.872
29,31.872,31.872
30,31.872,31.872
31,31.872,31.872
32,31.872,31.872
33,31.872,31.872
34,31.872,31.872
35,31.872,31.872
36,31.872,31.872
37,31.872,31.872
38,31.872,31.872
39,31.872,31.872
40,31.872,31.872
41,31.872,31.872
42,31.872,31.872
43,31.872,31.872
44,31.872,31.872
45,31.872,31.872
46,31.872,31.872
47,31.872,31.872
48,31.872,31.872
49,31.872,31.872
50,31.872,31.872
51,31.872,31.872
52,31.872,31.872
53,31.872,31.872
54,31.872,31.872
55,31.872,31.872
56,31.872,31.872
57,31.872,31.872
58,31.872,31.872
59,31.872,31.872
60,31.872,31.872
61,31.872,31.872
62,31.872,31.872
63,31.872,31.872
64,31.872,31.872
65,31.872,31.872
66,31.872,31.872
67,31.872,31.872
68,31.872,31.872
69,31.872,31.872
70,31.872,31.872
71,31.872,31.872
72,31.872,31.872
73,31.872,31.872
74,31.872,31.872
75,31.872,31.872
76,31.872,31.872
77,31.872,31.872
78,31.872,31.872
79,31.872,31.872
80,31.872,31.872
81,31.872,31.872
82,31.872,31.872
83,31.872,31.872
84,31.872,31.872
85,31.872,31.872
86,31.872,31.872
87,31.872,31.872
88,31.872,31.872
89,31.872,31.872
90,31.872,31.872
91,31.872,31.872
92,31.872,31.872
93,31.872,31.872
94,31.872,31.872
95,31.872,31.872
96,31.872,31.872
97,31.872,31.872
98,31.872,31.872
99,31.872,31.872
100,31.872,31.872
101,31.872,31.872
102,31.872,31.872
103,31.872,31.872
104,31.872,31.872
105,31.872,31.872
106,31.872,31.872
107,31.872,31.872
108,31.872,31.872
109,31.872,31.872
110,31.872,31.872
111,31.872,31.872
112,31.872,31.872
113,31.872,31.872
114,31.872,31.872
115,31.872,31.872
116,31.872,31.872
117,31.872,31.872
118,31.872,31.872
119,31.872,31.872
120,31.872,31.872
121,31.872,31.872
122,31.872,31.872
123,31.872,31.872
124,31.872,31.872
125,31.872,31.872
126,31.872,31.872
127,31.872,31.872
128,31.872,31.872
129,31.872,31.872
